Gene,Attention_Score
BAIAP2L2,1.3495497
TMEM184B,1.3495497
KCNJ4,1.3495497
JOSD1,1.3495497
DNAL4,1.3495497
NPTXR,1.3495497
CBX6,1.3495497
CBX7,1.3495497
RPL3,1.3495497
SYNGR1,1.3495497
MIEF1,1.3495497
ATF4,1.3495497
RPS19BP1,1.3495497
CACNA1I,1.3495497
SGSM3,1.0152277
MCHR1,1.0152277
SLC25A17,1.0152277
L3MBTL2,1.0152277
CHADL,1.0152277
RANGAP1,1.0152277
ZC3H7B,1.0152277
ACO2,1.0152277
POLR3H,1.0152277
CSDC2,1.0152277
PMM1,1.0152277
XRCC6,1.0152277
MEI1,1.0152277
SREBF2,1.0152277
SHISA8,1.0152277
TNFRSF13C,1.0152277
NAGA,1.0152277
NDUFA6-AS1,1.0152277
LINC01315,1.0152277
RRP7A,1.0152277
SERHL2,1.2651324
RRP7BP,1.2651324
CYB5R3,1.2651324
PACSIN2,1.2651324
TTLL1,1.2651324
TTLL12,1.2651324
MPPED1,1.2651324
PNPLA3,1.2651324
SAMM50,1.2651324
PARVB,1.2651324
SHISAL1,1.2651324
RTL6,1.2651324
PRR5,1.2651324
FAM118A,1.2651324
ATXN10,1.2651324
WNT7B,1.2651324
MIRLET7BHG,1.2651324
PPARA,1.2651324
TTC38,1.2651324
GRAMD4,1.2651324
CERK,1.1250551
PIM3,1.1250551
MLC1,1.1250551
PANX2,1.1250551
SELENOO,1.1250551
TUBGCP6,1.1250551
MAPK12,1.1250551
MAPK11,1.1250551
PPP6R2,1.1250551
SBF1,1.1250551
TYMP,1.1250551
SYCE3,1.1250551
MAPK8IP2,1.1250551
SHANK3,1.1250551
PLCXD1,1.1250551
PPP2R3B,1.1250551
IL3RA,1.1250551
DHRSX,1.1250551
ZBED1,1.1250551
CD99,1.1250551
GYG2,1.1527659
NLGN4X,1.1527659
PUDP,1.1527659
STS,1.1527659
VCX,1.1527659
PNPLA4,1.1527659
VCX2,1.1527659
ANOS1,1.1527659
TBL1X,1.1527659
GPR143,1.1527659
SHROOM2,1.1527659
ARHGAP6,1.1527659
MSL3,1.1527659
FRMPD4,1.1527659
PRPS2,1.1527659
TMSB4X,1.1527659
RAB9A,1.1527659
OFD1,1.1527659
GPM6B,1.1527659
GLRA2,1.1527659
MOSPD2,0.7712387
PIR,0.7712387
CA5B,0.7712387
AP1S2,0.7712387
CTPS2,0.7712387
TXLNG,0.7712387
RBBP7,0.7712387
REPS2,0.7712387
CDKL5,0.7712387
PPEF1,0.7712387
PHKA2,0.7712387
SH3KBP1,0.7712387
BCLAF3,0.7712387
EIF1AX,0.7712387
RPS6KA3,0.7712387
CNKSR2,0.7712387
SMPX,0.7712387
PTCHD1,0.7712387
PRDX4,0.7712387
APOO,0.7712387
EIF2S3,0.9273588
ZFX,0.9273588
PDK3,0.9273588
DCAF8L2,0.9273588
NR0B1,0.9273588
GK,0.9273588
TAB3,0.9273588
DMD,0.9273588
TMEM47,0.9273588
LANCL3,0.9273588
XK,0.9273588
CYBB,0.9273588
DYNLT3,0.9273588
SYTL5,0.9273588
SRPX,0.9273588
RPGR,0.9273588
BCOR,0.9273588
CXorf38,0.9273588
MED14,0.9273588
USP9X,0.9273588
DDX3X,0.99686444
CASK,0.99686444
GPR34,0.99686444
MAOA,0.99686444
MAOB,0.99686444
EFHC2,0.99686444
KRBOX4,0.99686444
SLC9A7,0.99686444
RGN,0.99686444
USP11,0.99686444
SYN1,0.99686444
TIMP1,0.99686444
CFP,0.99686444
ELK1,0.99686444
ZNF630,0.99686444
WDR13,0.99686444
SUV39H1,0.99686444
TIMM17B,0.99686444
SLC35A2,0.99686444
PIM2,0.99686444
CCDC120,1.0692452
PRAF2,1.0692452
WDR45,1.0692452
GPKOW,1.0692452
SYP,1.0692452
PPP1R3F,1.0692452
CLCN5,1.0692452
NUDT11,1.0692452
CENPVL3,1.0692452
GSPT2,1.0692452
MAGED1,1.0692452
TSPYL2,1.0692452
IQSEC2,1.0692452
SMC1A,1.0692452
RIBC1,1.0692452
HSD17B10,1.0692452
PHF8,1.0692452
FAM120C,1.0692452
TSR2,1.0692452
TRO,1.0692452
MAGEH1,1.1242094
RRAGB,1.1242094
KLF8,1.1242094
NBDY,1.1242094
ZXDA,1.1242094
AMER1,1.1242094
MSN,1.1242094
VSIG4,1.1242094
OPHN1,1.1242094
YIPF6,1.1242094
EFNB1,1.1242094
PJA1,1.1242094
EDA,1.1242094
OTUD6A,1.1242094
GDPD2,1.1242094
SNX12,1.1242094
GJB1,1.1242094
ZMYM3,1.1242094
NONO,1.1242094
OGT,1.1242094
GCNA,1.0464993
LOC100129291,1.0464993
RTL5,1.0464993
RPS4X,1.0464993
HDAC8,1.0464993
PHKA1,1.0464993
NAP1L2,1.0464993
CHIC1,1.0464993
SLC16A2,1.0464993
RLIM,1.0464993
NEXMIF,1.0464993
ABCB7,1.0464993
ATRX,1.0464993
PGK1,1.0464993
TAF9B,1.0464993
ITM2A,1.0464993
BRWD3,1.0464993
SH3BGRL,1.0464993
POU3F4,1.0464993
RPS6KA6,1.0464993
ZNF711,0.7030848
DACH2,0.7030848
PABPC5,0.7030848
PCDH11X,0.7030848
NAP1L3,0.7030848
FAM133A,0.7030848
DIAPH2,0.7030848
PCDH19,0.7030848
TSPAN6,0.7030848
SYTL4,0.7030848
CSTF2,0.7030848
TRMT2B,0.7030848
TMEM35A,0.7030848
DRP2,0.7030848
ARMCX4,0.7030848
ARMCX1,0.7030848
ARMCX3,0.7030848
ARMCX2,0.7030848
ZMAT1,0.7030848
BEX5,0.7030848
TMSB15A,0.57286495
BEX1,0.57286495
BEX2,0.57286495
TMSB15B,0.57286495
ZCCHC18,0.57286495
IL1RAPL2,0.57286495
MUM1L1,0.57286495
CXorf57,0.57286495
RNF128,0.57286495
TBC1D8B,0.57286495
MORC4,0.57286495
TSC22D3,0.57286495
MID2,0.57286495
KCNE5,0.57286495
ACSL4,0.57286495
TMEM164,0.57286495
AMMECR1,0.57286495
CHRDL1,0.57286495
PAK3,0.57286495
ALG13,0.57286495
TRPC5,0.95788497
HTR2C,0.95788497
IL13RA2,0.95788497
LRCH2,0.95788497
PLS3,0.95788497
KLHL13,0.95788497
WDR44,0.95788497
DOCK11,0.95788497
IL13RA1,0.95788497
ZCCHC12,0.95788497
LONRF3,0.95788497
PGRMC1,0.95788497
SLC25A5,0.95788497
CXorf56,0.95788497
UBE2A,0.95788497
SOWAHD,0.95788497
RNF113A,0.95788497
NKAPP1,0.95788497
TMEM255A,0.95788497
CUL4B,0.95788497
MCTS1,0.784372
GLUD2,0.784372
GRIA3,0.784372
THOC2,0.784372
TENM1,0.784372
SMARCA1,0.784372
APLN,0.784372
RAB33A,0.784372
ENOX2,0.784372
ARHGAP36,0.784372
IGSF1,0.784372
STK26,0.784372
RAP2C-AS1,0.784372
MBNL3,0.784372
HS6ST2,0.784372
GPC4,0.784372
CCDC160,0.784372
MOSPD1,0.784372
SMIM10,0.784372
RTL8C,0.784372
RTL8A,0.9832783
SMIM10L2B,0.9832783
ZNF449,0.9832783
SMIM10L2A,0.9832783
INTS6L,0.9832783
SLC9A6,0.9832783
FHL1,0.9832783
MAP7D3,0.9832783
ARHGEF6,0.9832783
ZIC3,0.9832783
FGF13,0.9832783
MCF2,0.9832783
ATP11C,0.9832783
SOX3,0.9832783
SLITRK4,0.9832783
SLITRK2,0.9832783
AFF2,0.9832783
IDS,0.9832783
MAMLD1,0.9832783
MTM1,0.9832783
CD99L2,1.3334115
PRRG3,1.3334115
GABRE,1.3334115
GABRA3,1.3334115
CETN2,1.3334115
NSDHL,1.3334115
PNMA5,1.3334115
PNMA3,1.3334115
PNMA6A,1.3334115
PNMA6E,1.3334115
HAUS7,1.3334115
ATP2B3,1.3334115
CCNQ,1.3334115
LOC105373383,1.3334115
PNCK,1.3334115
SLC6A8,1.3334115
PLXNB3,1.3334115
IDH3G,1.3334115
SSR4,1.3334115
ARHGAP4,1.3334115
NAA10,0.8764105
DNASE1L1,0.8764105
ATP6AP1,0.8764105
PLXNA3,0.8764105
LAGE3,0.8764105
MPP1,0.8764105
CMC4,0.8764105
VBP1,0.8764105
TMLHE,0.8764105
SPRY3,0.8764105
PCDH11Y,0.8764105
TBL1Y,0.8764105
TXLNGY,0.8764105
EIF1AY,0.8764105
LOC100233156,0.8764105
LOC389834,0.8764105
LOC389831,0.8764105
PRSS3P2,0.8764105
GSTT1,0.8764105
TAS2R45,0.8764105
