gene_index,gene_id,chromosome,start_site,feature,strand
44848,CTF1,NC_000016.10,30895846,gene,+
44848,CT-1,NC_000016.10,30895846,gene,+
44849,CTF2P,NC_000016.10,30904248,gene,-
44849,NP,NC_000016.10,30904248,gene,-
44850,FBXL19-AS1,NC_000016.10,30919319,gene,-
44850,NCRNA00095,NC_000016.10,30919319,gene,-
44851,FBXL19,NC_000016.10,30922851,gene,+
44851,CXXC11,NC_000016.10,30922851,gene,+
44852,ORAI3,NC_000016.10,30949068,gene,+
44852,TMEM142C,NC_000016.10,30949068,gene,+
44853,SETD1A,NC_000016.10,30957754,gene,+
44853,EPEDD,NC_000016.10,30957754,gene,+
44854,HSD3B7,NC_000016.10,30985207,gene,+
44854,CBAS1,NC_000016.10,30985207,gene,+
44855,STX1B,NC_000016.10,30989256,gene,-
44855,GEFSP9,NC_000016.10,30989256,gene,-
44856,STX4,NC_000016.10,31033095,gene,+
44856,DFNB123,NC_000016.10,31033095,gene,+
44857,ZNF668,NC_000016.10,31060847,gene,-
44857,NEDGEF,NC_000016.10,31060847,gene,-
44858,ZNF646,NC_000016.10,31072687,gene,+
44859,PRSS53,NC_000016.10,31083437,gene,-
44859,POL3S,NC_000016.10,31083437,gene,-
44860,VKORC1,NC_000016.10,31090854,gene,-
44860,EDTP308,NC_000016.10,31090854,gene,-
44861,LOC124903680,NC_000016.10,31094884,gene,-
44862,BCKDK,NC_000016.10,31108386,gene,+
44862,BCKDKD,NC_000016.10,31108386,gene,+
44863,KAT8,NC_000016.10,31117664,gene,+
44863,hMOF,NC_000016.10,31117664,gene,+
44864,PRSS8,NC_000016.10,31131433,gene,-
44864,CAP1,NC_000016.10,31131433,gene,-
44865,PRSS36,NC_000016.10,31138926,gene,-
44866,NDUFA3P6,NC_000016.10,31174573,gene,+
44867,FUS,NC_000016.10,31180110,gene,+
44867,ALS6,NC_000016.10,31180110,gene,+
44868,PYCARD,NC_000016.10,31201486,gene,-
44868,ASC,NC_000016.10,31201486,gene,-
44869,PYCARD-AS1,NC_000016.10,31201885,gene,+
44869,C16orf98,NC_000016.10,31201885,gene,+
44870,TRIM72,NC_000016.10,31214119,gene,+
44870,MG53,NC_000016.10,31214119,gene,+
44871,PYDC1,NC_000016.10,31215962,gene,-
44871,ASC2,NC_000016.10,31215962,gene,-
44872,ITGAM,NC_000016.10,31259975,gene,+
44872,CD11B,NC_000016.10,31259975,gene,+
44873,ITGAX,NC_000016.10,31355176,gene,+
44873,CD11C,NC_000016.10,31355176,gene,+
44874,LOC100422479,NC_000016.10,31360720,gene,-
44875,ITGAD,NC_000016.10,31393335,gene,+
44875,ADB2,NC_000016.10,31393335,gene,+
44876,COX6A2,NC_000016.10,31427731,gene,-
44876,COX6AH,NC_000016.10,31427731,gene,-
44877,ZNF843,NC_000016.10,31435434,gene,-
44878,ARMC5,NC_000016.10,31458304,gene,+
44878,AIMAH2,NC_000016.10,31458304,gene,+
44879,TGFB1I1,NC_000016.10,31472152,gene,+
44879,ARA55,NC_000016.10,31472152,gene,+
44880,SLC5A2,NC_000016.10,31483123,gene,+
44880,SGLT2,NC_000016.10,31483123,gene,+
44881,RUSF1,NC_000016.10,31489475,gene,-
44881,C16orf58,NC_000016.10,31489475,gene,-
44882,RUSF1-DT,NC_000016.10,31508464,gene,+
44883,AHSP,NC_000016.10,31527900,gene,+
44883,EDRF,NC_000016.10,31527900,gene,+
44884,LINC02190,NC_000016.10,31546698,gene,-
44885,VN1R64P,NC_000016.10,31546805,gene,+
44886,VN1R65P,NC_000016.10,31554053,gene,+
44887,FRG2KP,NC_000016.10,31563222,gene,-
44888,YBX3P1,NC_000016.10,31567767,gene,-
44888,CSDAP1,NC_000016.10,31567767,gene,-
44889,KRBOX5P1,NC_000016.10,31602119,gene,-
44889,ZNF720P1,NC_000016.10,31602119,gene,-
44890,VN1R66P,NC_000016.10,31648318,gene,+
44891,RBM22P12,NC_000016.10,31680771,gene,+
44892,CLUHP3,NC_000016.10,31700594,gene,+
44892,C16orf67,NC_000016.10,31700594,gene,+
44893,KRBOX5,NC_000016.10,31713244,gene,+
44893,ZNF720,NC_000016.10,31713244,gene,+
44894,LOC107983990,NC_000016.10,31791792,gene,+
44895,VN1R67P,NC_000016.10,31801606,gene,-
44896,PPP2CBP1,NC_000016.10,31805872,gene,+
44896,PPP2CBP,NC_000016.10,31805872,gene,+
44897,VN1R3,NC_000016.10,31807585,gene,-
44897,FKSG46,NC_000016.10,31807585,gene,-
44898,RBM22P13,NC_000016.10,31863536,gene,+
44899,ZNF267,NC_000016.10,31873807,gene,+
44899,HZF2,NC_000016.10,31873807,gene,+
44900,LOC100422713,NC_000016.10,31894099,gene,-
44901,LOC124903681,NC_000016.10,31951875,gene,+
44902,LOC388248,NC_000016.10,31975787,gene,+
44903,IGHV1OR16-1,NC_000016.10,32035070,gene,+
44903,IGHV1OR161,NC_000016.10,32035070,gene,+
44904,LOC105371174,NC_000016.10,32044693,gene,+
44905,LOC102725101,NC_000016.10,32051790,gene,+
44906,IGHV3OR16-9,NC_000016.10,32066065,gene,+
44906,IGHV3OR169,NC_000016.10,32066065,gene,+
44907,LOC101060104,NC_000016.10,32115943,gene,-
44908,HERC2P4,NC_000016.10,32170043,gene,-
44908,D16F37S5,NC_000016.10,32170043,gene,-
44909,LOC124903764,NC_000016.10,32188199,gene,+
44910,ABHD17AP8,NC_000016.10,32199899,gene,+
44910,FAM108A9P,NC_000016.10,32199899,gene,+
44911,LOC105379466,NC_000016.10,32235135,gene,+
44912,TP53TG3D,NC_000016.10,32253286,gene,+
44912,TP53TG3,NC_000016.10,32253286,gene,+
44913,LOC100507221,NC_000016.10,32264029,gene,-
44914,LOC390705,NC_000016.10,32289547,gene,-
44915,LOC105371191,NC_000016.10,32317067,gene,-
44916,CHEK2P7,NC_000016.10,32356981,gene,-
44917,ACTR3BP3,NC_000016.10,32378627,gene,-
44918,SLC9B1P5,NC_000016.10,32388131,gene,+
44919,PABPC1P13,NC_000016.10,32438637,gene,-
44920,ABCD1P3,NC_000016.10,32474823,gene,-
44921,FAM153DP,NC_000016.10,32600346,gene,+
44922,LOC107984013,NC_000016.10,32627716,gene,+
44923,TP53TG3,NC_000016.10,32673530,gene,-
44923,P53TG3,NC_000016.10,32673530,gene,-
44924,LOC105371177,NC_000016.10,32693684,gene,-
44925,ABHD17AP7,NC_000016.10,32726412,gene,-
44925,FAM108A8P,NC_000016.10,32726412,gene,-
44926,LOC112268180,NC_000016.10,32739627,gene,-
44927,HERC2P5,NC_000016.10,32741314,gene,+
44927,D16F37S6,NC_000016.10,32741314,gene,+
44928,LOC101060048,NC_000016.10,32810719,gene,+
44929,IGHV2OR16-5,NC_000016.10,32847713,gene,+
44929,IGHV2OR165,NC_000016.10,32847713,gene,+
44930,BCAP31P2,NC_000016.10,32869983,gene,+
44931,SLC6A10P,NC_000016.10,32877473,gene,-
44931,CT-2,NC_000016.10,32877473,gene,-
44932,IGHV3OR16-15,NC_000016.10,32903604,gene,+
44932,IGHV3OR1615,NC_000016.10,32903604,gene,+
44933,IGHV3OR16-6,NC_000016.10,32914916,gene,+
44933,IGHV3OR166,NC_000016.10,32914916,gene,+
44934,LOC124903682,NC_000016.10,32919605,gene,+
44935,LOC100419016,NC_000016.10,32931768,gene,-
44936,IGHV3OR16-10,NC_000016.10,32995213,gene,+
44936,IGHV3OR1610,NC_000016.10,32995213,gene,+
44937,IGHV3OR16-8,NC_000016.10,33009124,gene,+
44938,LOC112268181,NC_000016.10,33026977,gene,+
44939,LOC107984809,NC_000016.10,33057497,gene,-
44940,HERC2P8,NC_000016.10,33095032,gene,-
44941,LOC107987232,NC_000016.10,33129182,gene,+
44942,ABHD17AP9,NC_000016.10,33140868,gene,+
44942,FAM108A10P,NC_000016.10,33140868,gene,+
44943,TP53TG3C,NC_000016.10,33192510,gene,+
44943,TP53TG3,NC_000016.10,33192510,gene,+
44944,LOC124903683,NC_000016.10,33201385,gene,-
44945,TP53TG3E,NC_000016.10,33302590,gene,+
44945,TP53TG3,NC_000016.10,33302590,gene,+
44946,LOC105369266,NC_000016.10,33313920,gene,-
44947,TP53TG3B,NC_000016.10,33360841,gene,+
44947,TP53TG3E,NC_000016.10,33360841,gene,+
44948,LOC105379473,NC_000016.10,33385983,gene,-
44949,TP53TG3F,NC_000016.10,33459612,gene,+
44949,TP53TG3,NC_000016.10,33459612,gene,+
44950,LOC105379474,NC_000016.10,33484765,gene,-
44951,LOC647208,NC_000016.10,33495946,gene,-
44952,LOC101929031,NC_000016.10,33562875,gene,-
44953,LOC102724181,NC_000016.10,33571798,gene,+
44954,BMS1P8,NC_000016.10,33683167,gene,-
44955,LOC107984855,NC_000016.10,33723351,gene,-
44956,LOC107984083,NC_000016.10,33731716,gene,-
44957,LOC102724207,NC_000016.10,33741790,gene,-
44958,ENPP7P13,NC_000016.10,33769377,gene,+
44958,DUNQU1,NC_000016.10,33769377,gene,+
44959,IGHV3OR16-12,NC_000016.10,33802922,gene,+
44959,IGHV3OR1612,NC_000016.10,33802922,gene,+
44960,LOC342443,NC_000016.10,33808760,gene,+
44961,IGHV3OR16-13,NC_000016.10,33827366,gene,+
44961,IGHV3OR1613,NC_000016.10,33827366,gene,+
44962,IGHV3OR16-17,NC_000016.10,33844758,gene,-
44963,IGHV3OR16-11,NC_000016.10,33858898,gene,-
44963,IGHV3OR1611,NC_000016.10,33858898,gene,-
44964,ARHGAP23P1,NC_000016.10,33905431,gene,-
44965,IGHV3OR16-7,NC_000016.10,33938339,gene,-
44965,IGH,NC_000016.10,33938339,gene,-
44966,IGHV3OR16-16,NC_000016.10,33949898,gene,-
44966,IGHV3OR1616,NC_000016.10,33949898,gene,-
44967,LOC105369183,NC_000016.10,33964952,gene,-
44968,LOC102724223,NC_000016.10,33975998,gene,+
44969,BCAP31P1,NC_000016.10,33987962,gene,-
44970,LOC348210,NC_000016.10,34120489,gene,+
44971,DUX4L45,NC_000016.10,34135739,gene,-
44972,PCMTD1P2,NC_000016.10,34139186,gene,+
44973,DUX4L46,NC_000016.10,34141068,gene,-
44974,DUX4L47,NC_000016.10,34142456,gene,+
44975,LINC00273,NC_000016.10,34158585,gene,-
44976,LOC110262331,NC_000016.10,34160030,gene,+
44977,RNA5-8SP2,NC_000016.10,34162959,gene,+
44977,RN5-8S2,NC_000016.10,34162959,gene,+
44978,MIR9901,NC_000016.10,34163578,gene,+
44979,BCLAF1P2,NC_000016.10,34265913,gene,-
44980,CCNYL1B,NC_000016.10,34351504,gene,-
44981,LOC107987236,NC_000016.10,34385075,gene,-
44982,LOC124903767,NC_000016.10,34388895,gene,-
44983,LOC102724523,NC_000016.10,34431859,gene,+
44984,LINC02184,NC_000016.10,34978722,gene,-
44985,LOC162137,NC_000016.10,35022007,gene,+
44986,LOC107984902,NC_000016.10,35023251,gene,+
44987,CCNYL3,NC_000016.10,35030349,gene,+
44987,CCNYL1B,NC_000016.10,35030349,gene,+
44988,CLUHP11,NC_000016.10,35083397,gene,+
44989,NAMPTP3,NC_000016.10,35085896,gene,+
44990,VPS35P1,NC_000016.10,35090501,gene,+
44991,VN1R68P,NC_000016.10,35118172,gene,-
44992,VN1R69P,NC_000016.10,35134465,gene,+
44993,LOC105371197,NC_000016.10,35139497,gene,+
44994,UBE2MP1,NC_000016.10,35169431,gene,-
44995,SLC25A1P4,NC_000016.10,35173557,gene,+
44996,LOC112268173,NC_000016.10,35195759,gene,+
44997,TP53TG3GP,NC_000016.10,35207903,gene,-
44998,LOC105371200,NC_000016.10,35207949,gene,+
44999,RARRES2P5,NC_000016.10,35221583,gene,-
45000,FGFR3P5,NC_000016.10,35232458,gene,-
45001,FRG2JP,NC_000016.10,35245693,gene,-
45002,LOC124903769,NC_000016.10,35252881,gene,+
45003,RARRES2P6,NC_000016.10,35255192,gene,-
45004,AGGF1P8,NC_000016.10,35258629,gene,+
45005,C2orf69P5,NC_000016.10,35264063,gene,+
45006,LOC124903768,NC_000016.10,35296345,gene,+
45007,LOC105371199,NC_000016.10,35319031,gene,-
45008,LOC105371198,NC_000016.10,35327467,gene,+
45009,FRG2HP,NC_000016.10,35334582,gene,-
45010,RARRES2P9,NC_000016.10,35344404,gene,-
45011,AGGF1P9,NC_000016.10,35347320,gene,+
45012,C2orf69P4,NC_000016.10,35352483,gene,+
45013,LINC01566,NC_000016.10,35363416,gene,+
45014,FRG2GP,NC_000016.10,35384144,gene,-
45015,AGGF1P4,NC_000016.10,35389125,gene,-
45016,LOC105371201,NC_000016.10,35398493,gene,+
45017,FRG2IP,NC_000016.10,35405747,gene,-
45018,RARRES2P7,NC_000016.10,35414154,gene,-
45019,AGGF1P5,NC_000016.10,35420223,gene,+
45020,C2orf69P3,NC_000016.10,35425247,gene,+
45021,ZNF971P,NC_000016.10,35447331,gene,-
45022,LOC105371203,NC_000016.10,35450771,gene,+
45023,FRG2DP,NC_000016.10,35477414,gene,-
45024,RARRES2P10,NC_000016.10,35485766,gene,-
45025,AGGF1P6,NC_000016.10,35489232,gene,+
45026,C2orf69P2,NC_000016.10,35492323,gene,+
45027,TP53TG3HP,NC_000016.10,35505087,gene,-
45028,LOC105371204,NC_000016.10,35506610,gene,+
45029,RARRES2P8,NC_000016.10,35543286,gene,-
45030,AGGF1P7,NC_000016.10,35547854,gene,+
45031,C2orf69P1,NC_000016.10,35552907,gene,+
45032,C1QL1P1,NC_000016.10,35574834,gene,+
45033,KIF18BP1,NC_000016.10,35638634,gene,-
45034,RNA5SP406,NC_000016.10,35734393,gene,+
45034,RN5S406,NC_000016.10,35734393,gene,+
45035,RNA5SP407,NC_000016.10,35734639,gene,+
45035,RN5S407,NC_000016.10,35734639,gene,+
45036,RNA5SP408,NC_000016.10,35735372,gene,+
45036,RN5S408,NC_000016.10,35735372,gene,+
45037,RNA5SP409,NC_000016.10,35735625,gene,+
45037,RN5S409,NC_000016.10,35735625,gene,+
45038,RNA5SP410,NC_000016.10,35745989,gene,+
45038,RN5S410,NC_000016.10,35745989,gene,+
45039,RNA5SP411,NC_000016.10,35746523,gene,+
45039,RN5S411,NC_000016.10,35746523,gene,+
45040,LINC02167,NC_000016.10,35746552,gene,+
45041,RNA5SP412,NC_000016.10,35746772,gene,+
45041,RN5S412,NC_000016.10,35746772,gene,+
45042,RNA5SP413,NC_000016.10,35747032,gene,+
45042,RN5S413,NC_000016.10,35747032,gene,+
45043,RNA5SP414,NC_000016.10,35748520,gene,+
45043,RN5S414,NC_000016.10,35748520,gene,+
45044,RNA5SP415,NC_000016.10,35750061,gene,+
45044,RN5S415,NC_000016.10,35750061,gene,+
45045,RNA5SP416,NC_000016.10,35751574,gene,+
45045,RN5S416,NC_000016.10,35751574,gene,+
45046,RNA5SP417,NC_000016.10,35751828,gene,+
45046,RN5S417,NC_000016.10,35751828,gene,+
45047,RNA5SP418,NC_000016.10,35752826,gene,+
45047,RN5S418,NC_000016.10,35752826,gene,+
45048,RNA5SP419,NC_000016.10,35753796,gene,+
45048,RN5S419,NC_000016.10,35753796,gene,+
45049,RNA5SP420,NC_000016.10,35754046,gene,+
45049,RN5S420,NC_000016.10,35754046,gene,+
45050,RNA5SP421,NC_000016.10,35754555,gene,+
45050,RN5S421,NC_000016.10,35754555,gene,+
45051,RNA5SP422,NC_000016.10,35754923,gene,+
45051,RN5S422,NC_000016.10,35754923,gene,+
45052,RNA5SP423,NC_000016.10,35755177,gene,+
45052,RN5S423,NC_000016.10,35755177,gene,+
45053,HMGN2P41,NC_000016.10,35802090,gene,-
45054,VN1R70P,NC_000016.10,35836852,gene,+
45055,PPP1R1AP2,NC_000016.10,35912020,gene,+
45056,LOC101929923,NC_000016.10,36101116,gene,+
45057,ANKRD26P1,NC_000016.10,46469337,gene,-
45058,RNU6-845P,NC_000016.10,46556089,gene,-
45059,LOC441768,NC_000016.10,46571447,gene,+
45060,LOC100421259,NC_000016.10,46573664,gene,+
45061,SHCBP1,NC_000016.10,46578591,gene,-
45061,PAL,NC_000016.10,46578591,gene,-
45062,RAB43P1,NC_000016.10,46622875,gene,-
45062,RAB41P,NC_000016.10,46622875,gene,-
45063,VPS35,NC_000016.10,46656132,gene,-
45063,MEM3,NC_000016.10,46656132,gene,-
45064,ORC6,NC_000016.10,46689659,gene,+
45064,ORC6L,NC_000016.10,46689659,gene,+
45065,MYLK3,NC_000016.10,46702282,gene,-
45065,caMLCK,NC_000016.10,46702282,gene,-
45066,LOC100130180,NC_000016.10,46789457,gene,+
45067,C16orf87,NC_000016.10,46796603,gene,-
45068,CKBP1,NC_000016.10,46843731,gene,-
45069,GPT2,NC_000016.10,46884362,gene,+
45069,ALT2,NC_000016.10,46884362,gene,+
45070,SNORD148,NC_000016.10,46886421,gene,-
45071,DNAJA2,NC_000016.10,46955362,gene,-
45071,CPR3,NC_000016.10,46955362,gene,-
45072,DNAJA2-DT,NC_000016.10,46973772,gene,+
45073,NETO2,NC_000016.10,47077703,gene,-
45073,BTCL2,NC_000016.10,47077703,gene,-
45074,LOC124903806,NC_000016.10,47120919,gene,-
45075,ITFG1-AS1,NC_000016.10,47144068,gene,+
45076,RPL23AP72,NC_000016.10,47150089,gene,-
45076,RPL23A_30_1480,NC_000016.10,47150089,gene,-
45077,ITFG1,NC_000016.10,47154391,gene,-
45077,2310047C21Rik,NC_000016.10,47154391,gene,-
45078,LOC100422275,NC_000016.10,47262698,gene,+
45079,LOC101927080,NC_000016.10,47272972,gene,+
45080,RNA5SP424,NC_000016.10,47450347,gene,-
45080,RN5S424,NC_000016.10,47450347,gene,-
45081,PHKB,NC_000016.10,47461299,gene,+
45082,RNA5SP425,NC_000016.10,47505432,gene,+
45082,RN5S425,NC_000016.10,47505432,gene,+
45083,LOC100420642,NC_000016.10,47561391,gene,-
45084,EIF4BP5,NC_000016.10,47564976,gene,-
45085,NDUFA5P11,NC_000016.10,47597693,gene,-
45086,LOC105371236,NC_000016.10,47744170,gene,-
45087,LINC02192,NC_000016.10,47849314,gene,-
45088,LINC02133,NC_000016.10,47858581,gene,+
45089,LOC124903685,NC_000016.10,47907490,gene,-
45090,LOC105371237,NC_000016.10,47953039,gene,-
45091,LINC02134,NC_000016.10,47965689,gene,+
45092,LOC124903686,NC_000016.10,48030986,gene,-
45093,ABCC12,NC_000016.10,48080882,gene,-
45093,MRP9,NC_000016.10,48080882,gene,-
45094,ABCC11,NC_000016.10,48164819,gene,-
45094,EWWD,NC_000016.10,48164819,gene,-
45095,LONP2,NC_000016.10,48244300,gene,+
45095,LONP,NC_000016.10,48244300,gene,+
45096,UBA52P8,NC_000016.10,48334384,gene,-
45096,RPL40_3_1481,NC_000016.10,48334384,gene,-
45097,SIAH1,NC_000016.10,48360531,gene,-
45097,BURHAS,NC_000016.10,48360531,gene,-
45098,LOC100526838,NC_000016.10,48470274,gene,-
45099,LOC124903786,NC_000016.10,48492398,gene,-
45100,MOCS1P1,NC_000016.10,48496615,gene,+
45100,MOCS1P2,NC_000016.10,48496615,gene,+
45101,N4BP1,NC_000016.10,48538726,gene,-
45102,RPS2P44,NC_000016.10,48577484,gene,-
45102,RPS2_21_1482,NC_000016.10,48577484,gene,-
45103,LOC105371239,NC_000016.10,48600163,gene,+
45104,LOC124903687,NC_000016.10,48610310,gene,+
45105,LOC105371240,NC_000016.10,48623437,gene,+
45106,LOC124903794,NC_000016.10,48658381,gene,-
45107,KLF8P1,NC_000016.10,48717813,gene,+
45108,RNU6-257P,NC_000016.10,48731704,gene,-
45109,MTND4LP25,NC_000016.10,49066567,gene,-
45110,LOC105371241,NC_000016.10,49071767,gene,-
45111,LOC102724847,NC_000016.10,49162678,gene,+
45112,CBLN1,NC_000016.10,49277917,gene,-
45113,LOC102724859,NC_000016.10,49282062,gene,+
45114,LOC105371243,NC_000016.10,49312511,gene,-
45115,LOC124903689,NC_000016.10,49324149,gene,+
45116,LOC105371244,NC_000016.10,49372324,gene,-
45117,C16orf78,NC_000016.10,49373804,gene,+
45118,LINC02179,NC_000016.10,49466106,gene,+
45119,ZNF423,NC_000016.10,49487524,gene,-
45119,Ebfaz,NC_000016.10,49487524,gene,-
45120,ADAM3B,NC_000016.10,49517646,gene,-
45120,CYRN2,NC_000016.10,49517646,gene,-
45121,MRPS21P7,NC_000016.10,49708001,gene,+
45122,MRPS21P8,NC_000016.10,49764453,gene,+
45123,RPL34P29,NC_000016.10,49935026,gene,+
45123,RPL34_15_1483,NC_000016.10,49935026,gene,+
45124,NCOA5LP,NC_000016.10,49954985,gene,-
45125,CNEP1R1,NC_000016.10,50025225,gene,+
45125,C16orf69,NC_000016.10,50025225,gene,+
45126,HEATR3-AS1,NC_000016.10,50043840,gene,-
45127,LOC100130602,NC_000016.10,50046458,gene,+
45128,ACTG1P16,NC_000016.10,50057956,gene,-
45129,HEATR3,NC_000016.10,50065970,gene,+
45129,DBA21,NC_000016.10,50065970,gene,+
45130,RNY4P3,NC_000016.10,50098264,gene,+
45130,hY4.F2,NC_000016.10,50098264,gene,+
45131,RPL10P14,NC_000016.10,50151219,gene,-
45132,LOC124900375,NC_000016.10,50151642,gene,-
45133,TENT4B,NC_000016.10,50152911,gene,+
45133,PAPD5,NC_000016.10,50152911,gene,+
45134,ADCY7,NC_000016.10,50244699,gene,+
45134,AC7,NC_000016.10,50244699,gene,+
45135,MIR6771,NC_000016.10,50292616,gene,+
45135,hsa-mir-6771,NC_000016.10,50292616,gene,+
45136,BRD7,NC_000016.10,50315957,gene,-
45136,BP75,NC_000016.10,50315957,gene,-
45137,LOC124903785,NC_000016.10,50352189,gene,-
45138,LINC02178,NC_000016.10,50390916,gene,-
45139,LOC124903770,NC_000016.10,50407646,gene,+
45140,LOC124903772,NC_000016.10,50519070,gene,+
45141,LOC124903771,NC_000016.10,50524630,gene,+
45142,NKD1,NC_000016.10,50548396,gene,+
45142,Naked1,NC_000016.10,50548396,gene,+
45143,LOC124903773,NC_000016.10,50602612,gene,-
45144,SNX20,NC_000016.10,50666300,gene,-
45144,SLIC1,NC_000016.10,50666300,gene,-
45145,LOC101927272,NC_000016.10,50668855,gene,+
45146,NOD2,NC_000016.10,50693606,gene,+
45146,ACUG,NC_000016.10,50693606,gene,+
45147,CYLD-AS1,NC_000016.10,50727415,gene,-
45148,CYLD,NC_000016.10,50742086,gene,+
45148,BRSS,NC_000016.10,50742086,gene,+
45149,MIR3181,NC_000016.10,50742305,gene,+
45150,CYLD-AS2,NC_000016.10,50783859,gene,-
45151,LINC02168,NC_000016.10,50806672,gene,+
45152,LINC02128,NC_000016.10,50840056,gene,+
45152,LINC02187,NC_000016.10,50840056,gene,+
45153,RNA5SP426,NC_000016.10,50869455,gene,-
45153,RN5S426,NC_000016.10,50869455,gene,-
45154,LOC124903775,NC_000016.10,51009268,gene,-
45155,LINC02127,NC_000016.10,51017758,gene,+
45156,LOC107984903,NC_000016.10,51024496,gene,-
45157,LOC107984887,NC_000016.10,51054167,gene,-
45158,SOD1P2,NC_000016.10,51107580,gene,+
45159,LOC105371253,NC_000016.10,51133748,gene,-
45160,SALL1,NC_000016.10,51135982,gene,-
45160,HEL-S-89,NC_000016.10,51135982,gene,-
45161,UNGP1,NC_000016.10,51278043,gene,+
45162,LOC107984886,NC_000016.10,51310739,gene,+
45163,LOC105371256,NC_000016.10,51361913,gene,+
45164,LOC102723323,NC_000016.10,51387667,gene,-
45165,LOC107984892,NC_000016.10,51619791,gene,-
45166,HNRNPA1L3,NC_000016.10,51645757,gene,+
45166,HNRNPA1P48,NC_000016.10,51645757,gene,+
45167,RN7SKP142,NC_000016.10,51671236,gene,-
45168,LOC105371257,NC_000016.10,51719079,gene,-
45169,LINC01571,NC_000016.10,51762519,gene,+
45170,LOC124903765,NC_000016.10,51919367,gene,-
45171,LOC105371259,NC_000016.10,51985399,gene,-
45172,LINC02911,NC_000016.10,52005487,gene,-
45173,LINC00919,NC_000016.10,52083065,gene,-
45174,LINC02180,NC_000016.10,52085281,gene,+
45175,LOC105371261,NC_000016.10,52239680,gene,+
45176,CASC22,NC_000016.10,52258564,gene,+
45176,LINC01373,NC_000016.10,52258564,gene,+
45177,LOC107983961,NC_000016.10,52271592,gene,+
45178,LOC107984901,NC_000016.10,52297007,gene,-
45179,LOC105371262,NC_000016.10,52416790,gene,+
45180,TOX3,NC_000016.10,52436416,gene,-
45180,CAGF9,NC_000016.10,52436416,gene,-
45181,CASC16,NC_000016.10,52552087,gene,-
45181,LINC00918,NC_000016.10,52552087,gene,-
45182,LOC105371265,NC_000016.10,52581153,gene,+
45183,LINC03064,NC_000016.10,52607060,gene,+
45184,LOC146253,NC_000016.10,52655233,gene,+
45185,PHB1P21,NC_000016.10,52934745,gene,+
45185,PHBP21,NC_000016.10,52934745,gene,+
45186,LOC100288763,NC_000016.10,52942139,gene,+
45187,MTCH2P4,NC_000016.10,53010266,gene,-
45188,CHD9NB,NC_000016.10,53035690,gene,-
45188,PR-lncRNA-1,NC_000016.10,53035690,gene,-
45189,CHD9,NC_000016.10,53054991,gene,+
45189,AD013,NC_000016.10,53054991,gene,+
45190,LOC100310835,NC_000016.10,53298167,gene,-
45191,LOC100421174,NC_000016.10,53298688,gene,+
45192,LOC124903784,NC_000016.10,53334562,gene,+
45193,RNA5SP427,NC_000016.10,53337453,gene,+
45193,RN5S427,NC_000016.10,53337453,gene,+
45194,LOC101929000,NC_000016.10,53361887,gene,-
45195,MPHOSPH10P1,NC_000016.10,53365391,gene,-
45196,LOC102723373,NC_000016.10,53373493,gene,+
45197,RBL2,NC_000016.10,53434471,gene,+
45197,BRUWAG,NC_000016.10,53434471,gene,+
45198,RNU6-1153P,NC_000016.10,53443266,gene,-
45199,AKTIP,NC_000016.10,53491040,gene,-
45199,FT1,NC_000016.10,53491040,gene,-
45200,LOC124903690,NC_000016.10,53504380,gene,+
45201,LOC105371268,NC_000016.10,53510284,gene,-
45202,LOC105371269,NC_000016.10,53544338,gene,-
45203,RPGRIP1L,NC_000016.10,53598153,gene,-
45203,COACH3,NC_000016.10,53598153,gene,-
45204,FTO,NC_000016.10,53703963,gene,+
45204,ALKBH9,NC_000016.10,53703963,gene,+
45205,LOC124903691,NC_000016.10,53741552,gene,-
45206,FTO-IT1,NC_000016.10,54039393,gene,+
45207,LOC105371271,NC_000016.10,54048147,gene,+
45208,LINC02169,NC_000016.10,54245544,gene,-
45209,IRX3,NC_000016.10,54283304,gene,-
45209,IRX-1,NC_000016.10,54283304,gene,-
45210,LINC02140,NC_000016.10,54366007,gene,-
45211,LOC105371272,NC_000016.10,54370247,gene,+
45212,LINC02183,NC_000016.10,54545696,gene,-
45213,LOC105371274,NC_000016.10,54634069,gene,+
45214,LOC101927480,NC_000016.10,54847249,gene,-
45215,LOC105371275,NC_000016.10,54851643,gene,-
45216,LOC105371276,NC_000016.10,54853343,gene,+
45217,CRNDE,NC_000016.10,54918863,gene,-
45217,CRNDEP,NC_000016.10,54918863,gene,-
45218,IRX5,NC_000016.10,54930865,gene,+
45218,HMMS,NC_000016.10,54930865,gene,+
45219,LOC124903692,NC_000016.10,54936014,gene,-
